,MatchID,Player,GameWeek,ForTeam,AgainstTeam,RelativeStrength,Goals,ShotsOnTarget,ShotsInBox,CloseShots,TotalShots,Headers,ShotsCentre,ShotsLeft,ShotsRight,GoalAssists,ShotOnTargetCreated,ShotInBoxCreated,CloseShotCreated,TotalShotCreated,HeadersCreated,CreatedCentre,CreatedLeft,CreatedRight,XG,XA,XGI,Position,Date,BPS,CleanSheet,MinutesPlayed,NetTransfersIn,Points,Price,Saves,SelectedBy
70,58902,Hamza Choudhury,1,Leicester City,West Bromwich Albion,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,MID,2020-09-13,0,0.0,0.0,0,0,5.0,0.0,5293
71,58902,Harvey Barnes,1,Leicester City,West Bromwich Albion,2,0,2,5,3,5,0,2,3,0,0,0,0,0,1,0,0,0,0,0.9477687237115864,0.03726453726453727,0.9850332609761236,MID,2020-09-13,8,1.0,90.0,0,3,7.0,0.0,251556
72,58902,Wilfred Ndidi,1,Leicester City,West Bromwich Albion,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,MID,2020-09-13,15,1.0,90.0,0,3,5.0,0.0,126755
73,58902,Wilfred Ndidi,1,Leicester City,West Bromwich Albion,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,MID,2020-09-13,15,1.0,90.0,0,3,5.0,0.0,126755
74,58902,Filip Benkovic,1,Leicester City,West Bromwich Albion,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DEF,2020-09-13,0,0.0,0.0,0,0,4.5,0.0,6080
75,58902,Caglar Soyuncu,1,Leicester City,West Bromwich Albion,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05918057663125948,0.0,0.05918057663125948,DEF,2020-09-13,29,1.0,90.0,0,6,5.5,0.0,771267
76,58902,James Justin,1,Leicester City,West Bromwich Albion,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0.0,0.21464393179538616,0.21464393179538616,DEF,2020-09-13,32,1.0,90.0,0,9,4.5,0.0,681843
77,58902,Luke Thomas,1,Leicester City,West Bromwich Albion,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DEF,2020-09-13,0,0.0,0.0,0,0,4.5,0.0,27278
78,58902,Timothy Castagne,1,Leicester City,West Bromwich Albion,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6745562130177515,0.0,0.6745562130177515,DEF,2020-09-13,38,1.0,90.0,0,14,5.5,0.0,67356
79,58902,Nampalys Mendy,1,Leicester City,West Bromwich Albion,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,MID,2020-09-13,11,1.0,90.0,0,3,4.5,0.0,17814
80,58902,David Button,1,West Bromwich Albion,Leicester City,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GKP,2020-09-13,0,0.0,0.0,0,0,4.0,0.0,299163
81,58902,Callum Robinson,1,West Bromwich Albion,Leicester City,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,FWD,2020-09-13,-3,0.0,59.0,0,1,5.5,0.0,13584
82,58902,Kieran Gibbs,1,West Bromwich Albion,Leicester City,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DEF,2020-09-13,12,0.0,90.0,0,1,4.5,0.0,48768
83,58902,Hal Robson-Kanu,1,West Bromwich Albion,Leicester City,-2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03726453726453727,0.0,0.03726453726453727,FWD,2020-09-13,3,0.0,30.0,0,1,5.5,0.0,24892
84,58902,Jake Livermore,1,West Bromwich Albion,Leicester City,-2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0.0,0.21464393179538616,0.21464393179538616,MID,2020-09-13,11,0.0,90.0,0,2,5.0,0.0,10809
85,58902,Kamil Grosicki,1,West Bromwich Albion,Leicester City,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,MID,2020-09-13,0,0.0,0.0,0,0,5.5,0.0,7531
86,58902,Matt Phillips,1,West Bromwich Albion,Leicester City,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,MID,2020-09-13,0,0.0,0.0,0,0,5.5,0.0,8154
87,58902,Kyle Bartley,1,West Bromwich Albion,Leicester City,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DEF,2020-09-13,11,0.0,90.0,0,1,4.5,0.0,9197
88,58902,Romaine Sawyers,1,West Bromwich Albion,Leicester City,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,MID,2020-09-13,4,0.0,68.0,0,2,5.0,0.0,3307
89,58902,Ahmed El-Sayed Hegazi,1,West Bromwich Albion,Leicester City,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DEF,2020-09-13,0,0.0,0.0,0,0,4.5,0.0,74895
90,58902,Charlie Austin,1,West Bromwich Albion,Leicester City,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,FWD,2020-09-13,0,0.0,0.0,0,0,5.5,0.0,60979
91,58902,Kenneth Zohore,1,West Bromwich Albion,Leicester City,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,FWD,2020-09-13,0,0.0,0.0,0,0,5.0,0.0,7467
92,58902,Sam Johnstone,1,West Bromwich Albion,Leicester City,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GKP,2020-09-13,16,0.0,90.0,0,2,4.5,4.0,43295
93,58902,Conor Townsend,1,West Bromwich Albion,Leicester City,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DEF,2020-09-13,0,0.0,0.0,0,0,4.5,0.0,4560
94,58902,Oluwasemilogo Adesewo Ibidapo Ajayi,1,West Bromwich Albion,Leicester City,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DEF,2020-09-13,2,0.0,90.0,0,0,5.0,0.0,21428
95,58902,Jonathan Leko,1,West Bromwich Albion,Leicester City,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,MID,2020-09-13,0,0.0,0.0,0,0,4.5,0.0,3893
96,58902,Kyle Edwards,1,West Bromwich Albion,Leicester City,-2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1562753036437247,0.0,0.1562753036437247,MID,2020-09-13,3,0.0,22.0,0,1,5.0,0.0,2162
97,58902,Darnell Furlong,1,West Bromwich Albion,Leicester City,-2,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0.03726453726453727,0.2,0.23726453726453728,DEF,2020-09-13,6,0.0,68.0,0,2,4.5,0.0,5791
98,58902,Sam Field,1,West Bromwich Albion,Leicester City,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,MID,2020-09-13,0,0.0,0.0,0,0,5.0,0.0,1682
99,58902,Dara O'Shea,1,West Bromwich Albion,Leicester City,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DEF,2020-09-13,8,0.0,90.0,0,1,4.5,0.0,19684
100,58902,Rekeem Harper,1,West Bromwich Albion,Leicester City,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,MID,2020-09-13,3,0.0,21.0,0,1,4.5,0.0,33377
101,58902,Grady Diangana,1,West Bromwich Albion,Leicester City,-2,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.2,0.03726453726453727,0.23726453726453728,MID,2020-09-13,3,0.0,90.0,0,2,5.5,0.0,37744
102,58902,Matheus Pereira,1,West Bromwich Albion,Leicester City,-2,0,1,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0.24717070688463644,0.03726453726453727,0.2844352441491737,MID,2020-09-13,9,0.0,90.0,0,2,6.0,0.0,182852
